id,make,model,year,price,mileage,fuel_type,transmission,color,image_url,description
d2de12f3-5051-4671-9f17-a3cc29643ace,Mercedes,EQC,2017,51050,86537,Hybrid,Automatic,Grey,https://via.placeholder.com/600x400.png?text=Mercedes+EQC,A well-maintained Mercedes EQC with excellent features and performance.
1c467727-19d5-4b0c-83b8-34d1f56faa90,Mercedes,GLE,2015,38628,55123,Diesel,Manual,White,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
9b3642b9-6442-4cab-9531-2feba9078415,Mercedes,AMG GT,2014,74044,30132,Petrol,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Mercedes+AMG+GT,A well-maintained Mercedes AMG GT with excellent features and performance.
e70646f7-6363-48d3-92ff-31459829de41,Porsche,Taycan,2017,65527,105895,Electric,Manual,Black,https://via.placeholder.com/600x400.png?text=Porsche+Taycan,A well-maintained Porsche Taycan with excellent features and performance.
b486ce25-3e14-47be-a287-7bee8d6d0e70,Mercedes,C-Class,2014,25472,166943,Hybrid,Manual,Red,https://via.placeholder.com/600x400.png?text=Mercedes+C-Class,A well-maintained Mercedes C-Class with excellent features and performance.
92086945-5b9e-442f-babf-f9f47078db66,Audi,e-tron,2016,55571,148520,Petrol,Manual,Silver,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
61d57462-06a7-4dd8-b1ae-ce8b16444b30,Porsche,Cayenne,2008,30772,169092,Hybrid,Automatic,Grey,https://via.placeholder.com/600x400.png?text=Porsche+Cayenne,A well-maintained Porsche Cayenne with excellent features and performance.
a5aae911-8e2a-4e55-8dcb-765a5eeec7c1,Mercedes,GLC,2023,48553,171705,Petrol,Automatic,Red,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
94348837-33f6-4bf3-aba5-d995812efedc,Audi,Q5,2023,95817,123928,Electric,Manual,Black,https://via.placeholder.com/600x400.png?text=Audi+Q5,A well-maintained Audi Q5 with excellent features and performance.
b6b7e730-1c8d-4903-ae5e-25b5917b90d8,Porsche,Taycan,2017,51705,165170,Electric,Manual,Grey,https://via.placeholder.com/600x400.png?text=Porsche+Taycan,A well-maintained Porsche Taycan with excellent features and performance.
87327057-988b-4dcf-b475-77a2e1629384,Audi,Q5,2013,107684,18413,Petrol,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Audi+Q5,A well-maintained Audi Q5 with excellent features and performance.
8157895e-17e0-4946-b90e-8cf10aa18c1c,Porsche,Macan,2015,89489,46229,Hybrid,Manual,Black,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
c75b7b38-86ce-4f0c-96d8-d9e1d2d4526c,Audi,e-tron,2015,50037,123952,Petrol,Manual,Red,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
a13118ca-a600-4301-9418-f7da24156e64,Mercedes,GLE,2021,110532,39454,Hybrid,Manual,Black,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
b65c2900-8b2d-4eb5-8fa8-a7f835eeec6b,Audi,e-tron,2016,82695,16741,Electric,Automatic,Red,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
7fcd5363-faff-4c80-b828-4fc379ea8bae,Porsche,Macan,2022,46723,118023,Electric,Manual,White,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
29a00fea-097a-41f4-a53b-51fc6c0882aa,Audi,A4,2021,30003,143175,Electric,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Audi+A4,A well-maintained Audi A4 with excellent features and performance.
818b8004-762b-40c6-a480-ceef54fb1aba,Mercedes,GLE,2013,98400,158237,Diesel,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
996b0e2e-4df4-4e15-8e9b-7dca9ecea7ba,BMW,X3,2016,96512,151105,Diesel,Manual,Silver,https://via.placeholder.com/600x400.png?text=BMW+X3,A well-maintained BMW X3 with excellent features and performance.
412a2e50-6949-448b-9759-786cae9eac14,Audi,A3,2016,99128,23049,Electric,Manual,White,https://via.placeholder.com/600x400.png?text=Audi+A3,A well-maintained Audi A3 with excellent features and performance.
cb353074-9c5c-4db6-ad50-552b03c1cdbd,Porsche,Panamera,2024,93744,136836,Electric,Automatic,Black,https://via.placeholder.com/600x400.png?text=Porsche+Panamera,A well-maintained Porsche Panamera with excellent features and performance.
4a25958b-aeda-4558-b4c3-a88eb46d03f7,Mercedes,GLC,2014,24934,80593,Diesel,Automatic,Black,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
f578a245-dfbd-470f-846c-6bf7d5c8b29b,Mercedes,C-Class,2008,77307,161741,Diesel,Manual,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+C-Class,A well-maintained Mercedes C-Class with excellent features and performance.
0264e08d-7c61-4eee-8b0d-43ccbbf5291c,Mercedes,C-Class,2013,51948,159156,Petrol,Manual,White,https://via.placeholder.com/600x400.png?text=Mercedes+C-Class,A well-maintained Mercedes C-Class with excellent features and performance.
a11ce783-7984-4321-920b-1b7c05ad08af,Mercedes,GLE,2017,119850,77464,Petrol,Automatic,White,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
28c20502-f9b1-47ce-a554-04396cbbee0e,Audi,A4,2011,65285,173884,Hybrid,Manual,Black,https://via.placeholder.com/600x400.png?text=Audi+A4,A well-maintained Audi A4 with excellent features and performance.
47a20e51-43f5-4584-870c-741235a2ae47,Mercedes,AMG GT,2023,90535,10968,Diesel,Manual,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+AMG+GT,A well-maintained Mercedes AMG GT with excellent features and performance.
0deb2c52-ac84-4df6-90db-74fb462e33f8,BMW,5 Series,2019,37590,42779,Electric,Manual,Blue,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
ec4456e9-a7f5-43aa-a6bb-9c9a55b2de7c,Porsche,911,2015,62781,152922,Diesel,Automatic,Grey,https://via.placeholder.com/600x400.png?text=Porsche+911,A well-maintained Porsche 911 with excellent features and performance.
fb1b8e2d-1adc-4cfc-b00b-3939541c6574,BMW,X5,2013,88232,109863,Diesel,Manual,Silver,https://via.placeholder.com/600x400.png?text=BMW+X5,A well-maintained BMW X5 with excellent features and performance.
ccb74938-ccf7-4714-b630-423bbdf174cc,BMW,X3,2011,80606,29457,Diesel,Automatic,Black,https://via.placeholder.com/600x400.png?text=BMW+X3,A well-maintained BMW X3 with excellent features and performance.
89939c3a-63b3-41db-ad8d-36b31e1861e4,BMW,5 Series,2021,103207,164839,Hybrid,Automatic,Red,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
c7d66dc2-8949-4d68-9a9a-5baacf31bac4,BMW,3 Series,2023,56230,57113,Electric,Automatic,Red,https://via.placeholder.com/600x400.png?text=BMW+3+Series,A well-maintained BMW 3 Series with excellent features and performance.
d19968c2-c071-4ee0-97bf-2b0d83c28382,Mercedes,S-Class,2015,67867,24950,Hybrid,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Mercedes+S-Class,A well-maintained Mercedes S-Class with excellent features and performance.
b41175f7-c6c5-4af3-bc41-ed932bc46564,BMW,i4,2020,43622,152590,Electric,Manual,Silver,https://via.placeholder.com/600x400.png?text=BMW+i4,A well-maintained BMW i4 with excellent features and performance.
b41ec486-91d8-4ae4-a13a-d91258a41c33,Mercedes,S-Class,2016,57817,134710,Diesel,Manual,Red,https://via.placeholder.com/600x400.png?text=Mercedes+S-Class,A well-maintained Mercedes S-Class with excellent features and performance.
3c063ebd-ab63-4d48-8610-f761b08094bf,Porsche,Taycan,2023,84459,117009,Electric,Manual,Black,https://via.placeholder.com/600x400.png?text=Porsche+Taycan,A well-maintained Porsche Taycan with excellent features and performance.
f86fc5ab-09b1-46d5-aa0c-6693e48366ec,BMW,M4,2024,106762,145146,Diesel,Automatic,Black,https://via.placeholder.com/600x400.png?text=BMW+M4,A well-maintained BMW M4 with excellent features and performance.
a401fee4-92cb-48e8-97bf-e03c720ef83f,Mercedes,GLC,2021,33578,109329,Diesel,Manual,Grey,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
3d701355-4edc-4dd8-8f61-0ab955fb9c3b,Porsche,Cayenne,2012,18430,145647,Electric,Manual,Red,https://via.placeholder.com/600x400.png?text=Porsche+Cayenne,A well-maintained Porsche Cayenne with excellent features and performance.
69115712-7bdd-4243-bb8b-55e541fb89ad,BMW,3 Series,2014,35985,99075,Petrol,Automatic,Blue,https://via.placeholder.com/600x400.png?text=BMW+3+Series,A well-maintained BMW 3 Series with excellent features and performance.
97322551-22fc-4bc1-bcc4-ece2aab61a81,Audi,A6,2020,39391,121674,Electric,Manual,Blue,https://via.placeholder.com/600x400.png?text=Audi+A6,A well-maintained Audi A6 with excellent features and performance.
17dd0ee7-2cde-49e7-ad6d-085b79043cf7,Audi,e-tron,2020,32930,157555,Hybrid,Manual,Black,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
848d9dbc-24c0-4b6f-afb1-0db251f1c2ba,Mercedes,GLE,2023,59495,77523,Hybrid,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
147c0c11-a710-4c0c-9b79-6c44d8533d74,Mercedes,GLC,2013,61449,151093,Electric,Automatic,Black,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
9c1a54cb-edc9-48a3-84c2-f17be08a7a53,Mercedes,EQC,2019,48019,72602,Hybrid,Automatic,Black,https://via.placeholder.com/600x400.png?text=Mercedes+EQC,A well-maintained Mercedes EQC with excellent features and performance.
343b0a2e-576d-4bfc-987c-70a844c6e919,Mercedes,GLC,2020,94059,19845,Diesel,Automatic,White,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
ea4e1e45-9e39-4493-a606-bd4da5b7094f,BMW,7 Series,2017,29400,95753,Hybrid,Automatic,Red,https://via.placeholder.com/600x400.png?text=BMW+7+Series,A well-maintained BMW 7 Series with excellent features and performance.
8ba5c70f-f5f0-4124-b514-81088d91e07f,Porsche,Taycan,2020,53388,67529,Diesel,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Porsche+Taycan,A well-maintained Porsche Taycan with excellent features and performance.
f6e12bd0-eb30-44f9-9d3c-06cf434b16d6,Porsche,911,2021,55461,31680,Diesel,Manual,Black,https://via.placeholder.com/600x400.png?text=Porsche+911,A well-maintained Porsche 911 with excellent features and performance.
2f028d5d-2fa3-4b52-8c8c-b49a60282600,Audi,A6,2024,57100,157700,Petrol,Manual,Black,https://via.placeholder.com/600x400.png?text=Audi+A6,A well-maintained Audi A6 with excellent features and performance.
5c5c6d6b-9499-4905-92e0-49ee6f81bcd8,BMW,M4,2011,18760,54663,Diesel,Manual,Black,https://via.placeholder.com/600x400.png?text=BMW+M4,A well-maintained BMW M4 with excellent features and performance.
214bacb5-3aea-40b2-b886-0c0469a16d87,Audi,A4,2020,64276,115288,Hybrid,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Audi+A4,A well-maintained Audi A4 with excellent features and performance.
2fea4ae3-1833-4b9b-9303-f33833562d37,Audi,RS5,2014,28003,134220,Electric,Manual,Grey,https://via.placeholder.com/600x400.png?text=Audi+RS5,A well-maintained Audi RS5 with excellent features and performance.
fef09ec2-64dc-457f-b0c5-c068f3eb541e,Porsche,911,2010,63836,106086,Hybrid,Automatic,Black,https://via.placeholder.com/600x400.png?text=Porsche+911,A well-maintained Porsche 911 with excellent features and performance.
47926664-2df2-4ba7-9d89-45dff106fec3,Audi,Q5,2010,34864,135122,Petrol,Manual,White,https://via.placeholder.com/600x400.png?text=Audi+Q5,A well-maintained Audi Q5 with excellent features and performance.
d77c76a4-fde0-49d3-b725-76dbc766788c,Porsche,Macan,2015,36927,176283,Diesel,Automatic,Black,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
ac30695b-77b4-4610-bc5b-38f9cc417d43,Mercedes,GLC,2015,52338,159031,Electric,Manual,Black,https://via.placeholder.com/600x400.png?text=Mercedes+GLC,A well-maintained Mercedes GLC with excellent features and performance.
e848a57b-2d7f-4dd8-b8f8-a0da94e628bf,BMW,5 Series,2012,81447,101545,Electric,Manual,Blue,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
e60f0458-9622-469a-a025-793259e78ba3,BMW,5 Series,2020,34316,151150,Petrol,Manual,Red,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
6959e397-13e8-47b5-b29d-1c503e10eee3,Mercedes,GLE,2009,112208,119865,Electric,Manual,Red,https://via.placeholder.com/600x400.png?text=Mercedes+GLE,A well-maintained Mercedes GLE with excellent features and performance.
59a3fd9e-96bd-4548-b469-86ff5b36443c,Porsche,Boxster,2022,99824,95785,Electric,Automatic,White,https://via.placeholder.com/600x400.png?text=Porsche+Boxster,A well-maintained Porsche Boxster with excellent features and performance.
abea11f4-7b91-4aea-8e8a-654060af2407,Audi,A3,2021,49130,99206,Electric,Automatic,White,https://via.placeholder.com/600x400.png?text=Audi+A3,A well-maintained Audi A3 with excellent features and performance.
423ffa42-350f-4329-af13-90128da96db3,BMW,X3,2022,84850,21993,Electric,Manual,Black,https://via.placeholder.com/600x400.png?text=BMW+X3,A well-maintained BMW X3 with excellent features and performance.
290a8a48-6915-49fa-aab0-b72595e2be22,Mercedes,E-Class,2017,19578,112728,Petrol,Manual,Grey,https://via.placeholder.com/600x400.png?text=Mercedes+E-Class,A well-maintained Mercedes E-Class with excellent features and performance.
27659c07-01df-4320-9aed-90f65f99be86,BMW,5 Series,2016,118199,146943,Hybrid,Manual,White,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
39d59c51-1f25-476a-a047-5f7dc699bf25,BMW,7 Series,2022,113457,20244,Electric,Automatic,Grey,https://via.placeholder.com/600x400.png?text=BMW+7+Series,A well-maintained BMW 7 Series with excellent features and performance.
c86a17aa-5a69-4e0d-a136-2bd351f9217c,BMW,i4,2017,52817,29147,Electric,Manual,Blue,https://via.placeholder.com/600x400.png?text=BMW+i4,A well-maintained BMW i4 with excellent features and performance.
7978c10b-7a64-46ed-8015-0d49e75aea10,Mercedes,E-Class,2020,17660,93016,Petrol,Automatic,Grey,https://via.placeholder.com/600x400.png?text=Mercedes+E-Class,A well-maintained Mercedes E-Class with excellent features and performance.
47295ac2-911e-405b-9f69-e76f9824e9f6,Porsche,Macan,2018,87440,58941,Electric,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
181efbb4-fb49-458c-806e-08abeee78e7c,Audi,A4,2016,50749,16640,Diesel,Manual,Blue,https://via.placeholder.com/600x400.png?text=Audi+A4,A well-maintained Audi A4 with excellent features and performance.
2002e985-6019-41e8-9c04-640c6af09338,BMW,5 Series,2024,37986,119686,Diesel,Manual,White,https://via.placeholder.com/600x400.png?text=BMW+5+Series,A well-maintained BMW 5 Series with excellent features and performance.
a5c8b0e6-111e-49a0-b39d-171cd18bc87b,Audi,e-tron,2022,17813,141975,Hybrid,Automatic,Silver,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
0244b7f7-bc09-4e01-b1a0-8618d7267a00,Porsche,Macan,2019,113702,10474,Hybrid,Automatic,White,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
1289a55d-2c08-4f31-99f2-f9904bafb2b5,Audi,A6,2009,53715,26774,Diesel,Manual,Silver,https://via.placeholder.com/600x400.png?text=Audi+A6,A well-maintained Audi A6 with excellent features and performance.
99605fda-05b6-4a9f-8dfc-c79fae76b39b,BMW,M4,2023,45146,16236,Electric,Automatic,Red,https://via.placeholder.com/600x400.png?text=BMW+M4,A well-maintained BMW M4 with excellent features and performance.
da35c3d9-4488-4068-9411-915170839758,BMW,i4,2013,58586,96826,Petrol,Automatic,Grey,https://via.placeholder.com/600x400.png?text=BMW+i4,A well-maintained BMW i4 with excellent features and performance.
071f0adb-facc-4d0f-83a1-ad37a806e396,Audi,A3,2018,45078,109357,Petrol,Automatic,Red,https://via.placeholder.com/600x400.png?text=Audi+A3,A well-maintained Audi A3 with excellent features and performance.
9e317345-57e1-47d4-9ac0-3ee34cfec6f3,Porsche,911,2016,90837,153346,Electric,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Porsche+911,A well-maintained Porsche 911 with excellent features and performance.
83bdef22-9ea0-4711-a176-15877656d486,BMW,X5,2018,73764,151032,Diesel,Manual,Red,https://via.placeholder.com/600x400.png?text=BMW+X5,A well-maintained BMW X5 with excellent features and performance.
e4c433e1-ff74-4ca2-8397-e18338c42a54,Audi,e-tron,2014,119383,12388,Electric,Manual,White,https://via.placeholder.com/600x400.png?text=Audi+e-tron,A well-maintained Audi e-tron with excellent features and performance.
186b688e-ab4c-48a8-bc75-95fceabc16db,Mercedes,E-Class,2021,80435,2205,Hybrid,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+E-Class,A well-maintained Mercedes E-Class with excellent features and performance.
0b08c4bb-3c19-46fd-b832-ff360409decb,Mercedes,E-Class,2017,105470,67347,Diesel,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Mercedes+E-Class,A well-maintained Mercedes E-Class with excellent features and performance.
83844cfb-e613-4eb8-92be-e37cc6b813e3,Porsche,Cayenne,2017,44483,144391,Hybrid,Automatic,Blue,https://via.placeholder.com/600x400.png?text=Porsche+Cayenne,A well-maintained Porsche Cayenne with excellent features and performance.
6e541e00-30bf-4daa-bc11-184a876d9c5c,Audi,A3,2011,76938,87056,Petrol,Manual,White,https://via.placeholder.com/600x400.png?text=Audi+A3,A well-maintained Audi A3 with excellent features and performance.
eae9ff0c-aed9-41f4-8a8c-faded49bcfb2,Porsche,Macan,2016,34969,7600,Petrol,Automatic,Grey,https://via.placeholder.com/600x400.png?text=Porsche+Macan,A well-maintained Porsche Macan with excellent features and performance.
0c9cf357-3e87-45b5-b5a6-67349832b802,BMW,7 Series,2022,37032,94104,Diesel,Automatic,Silver,https://via.placeholder.com/600x400.png?text=BMW+7+Series,A well-maintained BMW 7 Series with excellent features and performance.
